Sede,Estudiante,Grado,Grupo,Periodo,Año,Intensidad Horaria,Asignatura,Cognitiva,Procedimental,Actitudinal,Axiologica,Calificacion_Ponderada
Fusagasugá,b38a39cbdcec4bd7fa58af789d99b6860423fcf9a7a117e31e69078915bbc55b,3,A,IV,2023,1.0,Artes,94,90,90,85.0,91.1
Fusagasugá,b38a39cbdcec4bd7fa58af789d99b6860423fcf9a7a117e31e69078915bbc55b,3,A,IV,2023,1.0,Robótica y TICS,82,93,85,90.0,86.7
Fusagasugá,b38a39cbdcec4bd7fa58af789d99b6860423fcf9a7a117e31e69078915bbc55b,3,A,IV,2023,1.0,Inteligencia emocional e Integralidad,97,94,100,100.0,97.0
Fusagasugá,b6bfabc411c5be606e34548802c19ee7725546767b6da5e2eb390bf09f8772b1,10,A,II,2023,5.0,Ciencias Naturales,70,68,45,45.0,61.9
Fusagasugá,b6bfabc411c5be606e34548802c19ee7725546767b6da5e2eb390bf09f8772b1,10,A,II,2023,2.0,Ciencias Políticas y Económicas,83,81,50,89.0,76.4
Fusagasugá,b6bfabc411c5be606e34548802c19ee7725546767b6da5e2eb390bf09f8772b1,10,A,II,2023,2.0,Filosofía,82,83,100,70.0,84.7
Fusagasugá,b6bfabc411c5be606e34548802c19ee7725546767b6da5e2eb390bf09f8772b1,10,A,II,2023,6.0,Trigonometría,81,82,60,60.0,75.0
Fusagasugá,b6bfabc411c5be606e34548802c19ee7725546767b6da5e2eb390bf09f8772b1,10,A,II,2023,4.0,Lengua Castellana,84,85,75,90.0,83.1
Fusagasugá,b6bfabc411c5be606e34548802c19ee7725546767b6da5e2eb390bf09f8772b1,10,A,II,2023,4.0,Inglés,63,65,75,70.0,66.7
Fusagasugá,b6bfabc411c5be606e34548802c19ee7725546767b6da5e2eb390bf09f8772b1,10,A,II,2023,2.0,Francés,77,78,70,65.0,74.7
Fusagasugá,b6bfabc411c5be606e34548802c19ee7725546767b6da5e2eb390bf09f8772b1,10,A,II,2023,1.0,Educación Ambiental,87,84,87,90.0,86.4
Fusagasugá,b6bfabc411c5be606e34548802c19ee7725546767b6da5e2eb390bf09f8772b1,10,A,II,2023,3.0,Proyecto de inversión,80,78,75,85.0,78.9
Fusagasugá,b6bfabc411c5be606e34548802c19ee7725546767b6da5e2eb390bf09f8772b1,10,A,II,2023,2.0,Educación Física,79,79,80,85.0,79.8
Fusagasugá,b6bfabc411c5be606e34548802c19ee7725546767b6da5e2eb390bf09f8772b1,10,A,II,2023,2.0,Lectura Crítica,86,86,75,83.0,83.5
Fusagasugá,b6bfabc411c5be606e34548802c19ee7725546767b6da5e2eb390bf09f8772b1,10,A,II,2023,1.0,Artes,87,91,95,95.0,90.60000000000001
Fusagasugá,b6bfabc411c5be606e34548802c19ee7725546767b6da5e2eb390bf09f8772b1,10,A,II,2023,1.0,Robótica y TICS,80,78,80,85.0,79.9
Fusagasugá,b6bfabc411c5be606e34548802c19ee7725546767b6da5e2eb390bf09f8772b1,10,A,II,2023,1.0,Inteligencia emocional e Integralidad,80,91,85,80.0,84.3
Fusagasugá,f791b920b28a352a08cb6cc1ece5d551bb4cd1165d3a3a48ea612bbd3f332491,4,A,IV,2023,3.0,Ciencias Naturales,83,84,99,99.0,88.10000000000001
Fusagasugá,f791b920b28a352a08cb6cc1ece5d551bb4cd1165d3a3a48ea612bbd3f332491,4,A,IV,2023,4.0,Ciencias Sociales,90,89,100,100.0,92.7
Fusagasugá,f791b920b28a352a08cb6cc1ece5d551bb4cd1165d3a3a48ea612bbd3f332491,4,A,IV,2023,5.0,Matemáticas,95,96,96,96.0,95.6
Fusagasugá,f791b920b28a352a08cb6cc1ece5d551bb4cd1165d3a3a48ea612bbd3f332491,4,A,IV,2023,3.0,Lengua Castellana,89,89,95,100.0,91.3
Fusagasugá,f791b920b28a352a08cb6cc1ece5d551bb4cd1165d3a3a48ea612bbd3f332491,4,A,IV,2023,4.0,Inglés,70,74,100,100.0,80.2
Fusagasugá,f791b920b28a352a08cb6cc1ece5d551bb4cd1165d3a3a48ea612bbd3f332491,4,A,IV,2023,2.0,Creatividad e Innovación,94,94,90,90.0,92.8
Fusagasugá,f791b920b28a352a08cb6cc1ece5d551bb4cd1165d3a3a48ea612bbd3f332491,4,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,95,96,94,96.0,95.19999999999999
Fusagasugá,f791b920b28a352a08cb6cc1ece5d551bb4cd1165d3a3a48ea612bbd3f332491,4,A,IV,2023,3.0,Educación Física,92,94,95,95.0,93.5
Fusagasugá,f791b920b28a352a08cb6cc1ece5d551bb4cd1165d3a3a48ea612bbd3f332491,4,A,IV,2023,2.0,Lectura Crítica,95,96,95,100.0,95.8
Fusagasugá,f791b920b28a352a08cb6cc1ece5d551bb4cd1165d3a3a48ea612bbd3f332491,4,A,IV,2023,1.0,Artes,97,97,98,98.0,97.3
Fusagasugá,f791b920b28a352a08cb6cc1ece5d551bb4cd1165d3a3a48ea612bbd3f332491,4,A,IV,2023,1.0,Robótica y TICS,92,90,80,90.0,88.80000000000001
Fusagasugá,f791b920b28a352a08cb6cc1ece5d551bb4cd1165d3a3a48ea612bbd3f332491,4,A,IV,2023,1.0,Inteligencia emocional e Integralidad,99,99,100,100.0,99.3
Fusagasugá,019ba44226dad3592e4036fdba4b80ea1af5ed53e7ecef85761431790c180a05,6,A,I,2023,3.0,Ciencias Naturales,87,87,97,96.0,89.9
Fusagasugá,019ba44226dad3592e4036fdba4b80ea1af5ed53e7ecef85761431790c180a05,6,A,I,2023,4.0,Ciencias Sociales,93,93,100,94.0,94.5
Fusagasugá,019ba44226dad3592e4036fdba4b80ea1af5ed53e7ecef85761431790c180a05,6,A,I,2023,6.0,Matemáticas,79,79,90,90.0,82.3
Fusagasugá,019ba44226dad3592e4036fdba4b80ea1af5ed53e7ecef85761431790c180a05,6,A,I,2023,3.0,Lengua Castellana,91,91,90,90.0,90.7
Fusagasugá,019ba44226dad3592e4036fdba4b80ea1af5ed53e7ecef85761431790c180a05,6,A,I,2023,4.0,Inglés,83,85,97,100.0,88.10000000000001
Fusagasugá,019ba44226dad3592e4036fdba4b80ea1af5ed53e7ecef85761431790c180a05,6,A,I,2023,2.0,Innovación y Emprendimiento,92,90,90,100.0,91.80000000000001
Fusagasugá,019ba44226dad3592e4036fdba4b80ea1af5ed53e7ecef85761431790c180a05,6,A,I,2023,7.0,Aprendizaje Basado en Investigación,89,90,87,90.0,89.0
Fusagasugá,019ba44226dad3592e4036fdba4b80ea1af5ed53e7ecef85761431790c180a05,6,A,I,2023,3.0,Educación Física,94,93,97,97.0,94.60000000000001
Fusagasugá,019ba44226dad3592e4036fdba4b80ea1af5ed53e7ecef85761431790c180a05,6,A,I,2023,2.0,Lectura Crítica,97,96,95,95.0,96.1
Fusagasugá,019ba44226dad3592e4036fdba4b80ea1af5ed53e7ecef85761431790c180a05,6,A,I,2023,1.0,Artes,94,87,90,90.0,90.7
Fusagasugá,019ba44226dad3592e4036fdba4b80ea1af5ed53e7ecef85761431790c180a05,6,A,I,2023,1.0,Robótica y TICS,83,90,80,90.0,85.2
Fusagasugá,019ba44226dad3592e4036fdba4b80ea1af5ed53e7ecef85761431790c180a05,6,A,I,2023,1.0,Inteligencia emocional e Integralidad,97,90,100,95.0,95.30000000000001
Fusagasugá,0b7f19539913580a36e32098d54c6fc606d9339e1a7ecd96f232935856f06ce7,2,A,II,2024,4.0,Ciencias Naturales,95,97,92,94.0,94.9
Fusagasugá,0b7f19539913580a36e32098d54c6fc606d9339e1a7ecd96f232935856f06ce7,2,A,II,2024,3.0,Ciencias Sociales,97,97,93,96.0,96.1
Fusagasugá,0b7f19539913580a36e32098d54c6fc606d9339e1a7ecd96f232935856f06ce7,2,A,II,2024,5.0,Matemáticas,93,94,90,90.0,92.4
Fusagasugá,0b7f19539913580a36e32098d54c6fc606d9339e1a7ecd96f232935856f06ce7,2,A,II,2024,3.0,Lengua Castellana,97,95,95,95.0,95.80000000000001
Fusagasugá,0b7f19539913580a36e32098d54c6fc606d9339e1a7ecd96f232935856f06ce7,2,A,II,2024,2.0,Lectura Crítica,95,95,94,94.0,94.7
Fusagasugá,0b7f19539913580a36e32098d54c6fc606d9339e1a7ecd96f232935856f06ce7,2,A,II,2024,4.0,English,99,98,95,95.0,97.5
Fusagasugá,0b7f19539913580a36e32098d54c6fc606d9339e1a7ecd96f232935856f06ce7,2,A,II,2024,3.0,Educación Física,88,88,92,92.0,89.2
Fusagasugá,0b7f19539913580a36e32098d54c6fc606d9339e1a7ecd96f232935856f06ce7,2,A,II,2024,1.0,Creatividad e innovación,96,97,98,95.0,96.6
Fusagasugá,0b7f19539913580a36e32098d54c6fc606d9339e1a7ecd96f232935856f06ce7,2,A,II,2024,2.0,Aprendizaje Basado en Proyectos,89,88,83,83.0,86.89999999999999
Fusagasugá,0b7f19539913580a36e32098d54c6fc606d9339e1a7ecd96f232935856f06ce7,2,A,II,2024,1.0,Artes,95,96,96,96.0,95.6
Fusagasugá,0b7f19539913580a36e32098d54c6fc606d9339e1a7ecd96f232935856f06ce7,2,A,II,2024,1.0,Tecnologías Informáticas,99,99,98,95.0,98.4
Fusagasugá,0b7f19539913580a36e32098d54c6fc606d9339e1a7ecd96f232935856f06ce7,2,A,II,2024,1.0,Integralidad,98,98,100,100.0,98.6
Fusagasugá,82c267d30a53a2013ebddacd5035bf4605508ccde493eaeac527841f74ac08c5,1,A,II,2024,4.0,Ciencias Naturales,83,71,76,96.0,79.30000000000001
Fusagasugá,82c267d30a53a2013ebddacd5035bf4605508ccde493eaeac527841f74ac08c5,1,A,II,2024,3.0,Ciencias Sociales,69,62,82,81.0,70.7
Fusagasugá,82c267d30a53a2013ebddacd5035bf4605508ccde493eaeac527841f74ac08c5,1,A,II,2024,5.0,Matemáticas,72,73,84,85.0,76.0
Fusagasugá,82c267d30a53a2013ebddacd5035bf4605508ccde493eaeac527841f74ac08c5,1,A,II,2024,3.0,Lengua Castellana,74,68,80,95.0,75.5
Fusagasugá,82c267d30a53a2013ebddacd5035bf4605508ccde493eaeac527841f74ac08c5,1,A,II,2024,2.0,Lectura Crítica,75,68,90,90.0,77.4
Fusagasugá,82c267d30a53a2013ebddacd5035bf4605508ccde493eaeac527841f74ac08c5,1,A,II,2024,4.0,English,68,66,80,80.0,71.0
Fusagasugá,82c267d30a53a2013ebddacd5035bf4605508ccde493eaeac527841f74ac08c5,1,A,II,2024,3.0,Educación Física,90,91,92,90.0,90.7
Fusagasugá,82c267d30a53a2013ebddacd5035bf4605508ccde493eaeac527841f74ac08c5,1,A,II,2024,1.0,Creatividad e innovación,86,84,80,84.0,84.0
Fusagasugá,82c267d30a53a2013ebddacd5035bf4605508ccde493eaeac527841f74ac08c5,1,A,II,2024,2.0,Aprendizaje Basado en Proyectos,86,85,80,95.0,85.4
Fusagasugá,82c267d30a53a2013ebddacd5035bf4605508ccde493eaeac527841f74ac08c5,1,A,II,2024,1.0,Artes,90,91,88,88.0,89.7
Fusagasugá,82c267d30a53a2013ebddacd5035bf4605508ccde493eaeac527841f74ac08c5,1,A,II,2024,1.0,Tecnologías Informáticas,83,83,88,92.0,84.9
Fusagasugá,82c267d30a53a2013ebddacd5035bf4605508ccde493eaeac527841f74ac08c5,1,A,II,2024,1.0,Integralidad,93,100,100,100.0,97.2
Fusagasugá,91d1781fa7bd4753f2409a3fdf1a8ce2c6b25ac1460cd66ceb6bf5cfcde60ef6,7,A,I,2023,3.0,Ciencias Naturales,84,84,96,96.0,87.6
Fusagasugá,91d1781fa7bd4753f2409a3fdf1a8ce2c6b25ac1460cd66ceb6bf5cfcde60ef6,7,A,I,2023,4.0,Ciencias Sociales,93,93,92,92.0,92.7
Fusagasugá,91d1781fa7bd4753f2409a3fdf1a8ce2c6b25ac1460cd66ceb6bf5cfcde60ef6,7,A,I,2023,6.0,Matemáticas,85,85,90,93.0,86.8
Fusagasugá,91d1781fa7bd4753f2409a3fdf1a8ce2c6b25ac1460cd66ceb6bf5cfcde60ef6,7,A,I,2023,3.0,Lengua Castellana,78,81,90,100.0,83.5
Fusagasugá,91d1781fa7bd4753f2409a3fdf1a8ce2c6b25ac1460cd66ceb6bf5cfcde60ef6,7,A,I,2023,4.0,Inglés,92,93,100,100.0,94.7
Fusagasugá,91d1781fa7bd4753f2409a3fdf1a8ce2c6b25ac1460cd66ceb6bf5cfcde60ef6,7,A,I,2023,2.0,Innovación y Emprendimiento,93,93,95,98.0,93.89999999999999
Fusagasugá,91d1781fa7bd4753f2409a3fdf1a8ce2c6b25ac1460cd66ceb6bf5cfcde60ef6,7,A,I,2023,7.0,Aprendizaje Basado en Investigación,90,91,93,96.0,91.5
Fusagasugá,91d1781fa7bd4753f2409a3fdf1a8ce2c6b25ac1460cd66ceb6bf5cfcde60ef6,7,A,I,2023,3.0,Educación Física,85,95,100,100.0,92.5
Fusagasugá,91d1781fa7bd4753f2409a3fdf1a8ce2c6b25ac1460cd66ceb6bf5cfcde60ef6,7,A,I,2023,2.0,Lectura Crítica,92,92,90,95.0,91.9
Fusagasugá,91d1781fa7bd4753f2409a3fdf1a8ce2c6b25ac1460cd66ceb6bf5cfcde60ef6,7,A,I,2023,1.0,Artes,86,90,85,92.0,87.60000000000001
Fusagasugá,91d1781fa7bd4753f2409a3fdf1a8ce2c6b25ac1460cd66ceb6bf5cfcde60ef6,7,A,I,2023,1.0,Robótica y TICS,83,90,80,90.0,85.2
Fusagasugá,91d1781fa7bd4753f2409a3fdf1a8ce2c6b25ac1460cd66ceb6bf5cfcde60ef6,7,A,I,2023,1.0,Inteligencia emocional e Integralidad,90,94,85,90.0,90.2
Fusagasugá,6c6f811aefcaa7520d28e1158eb71547f54f7ed17b2d931772b1c66428455329,7,A,II,2023,3.0,Ciencias Naturales,75,75,80,80.0,76.5
Fusagasugá,6c6f811aefcaa7520d28e1158eb71547f54f7ed17b2d931772b1c66428455329,7,A,II,2023,4.0,Ciencias Sociales,82,80,84,94.0,83.00000000000001
Fusagasugá,6c6f811aefcaa7520d28e1158eb71547f54f7ed17b2d931772b1c66428455329,7,A,II,2023,6.0,Matemáticas,71,77,90,85.0,78.0
Fusagasugá,6c6f811aefcaa7520d28e1158eb71547f54f7ed17b2d931772b1c66428455329,7,A,II,2023,3.0,Lengua Castellana,89,91,90,95.0,90.4
Fusagasugá,6c6f811aefcaa7520d28e1158eb71547f54f7ed17b2d931772b1c66428455329,7,A,II,2023,4.0,Inglés,85,84,92,90.0,86.60000000000001
Fusagasugá,6c6f811aefcaa7520d28e1158eb71547f54f7ed17b2d931772b1c66428455329,7,A,II,2023,2.0,Innovación y Emprendimiento,86,89,80,87.0,85.8
Fusagasugá,6c6f811aefcaa7520d28e1158eb71547f54f7ed17b2d931772b1c66428455329,7,A,II,2023,7.0,Aprendizaje Basado en Investigación,78,80,88,88.0,81.60000000000001
Fusagasugá,6c6f811aefcaa7520d28e1158eb71547f54f7ed17b2d931772b1c66428455329,7,A,II,2023,3.0,Educación Física,83,82,90,90.0,84.8
Fusagasugá,6c6f811aefcaa7520d28e1158eb71547f54f7ed17b2d931772b1c66428455329,7,A,II,2023,2.0,Lectura Crítica,93,86,85,89.0,88.9
Fusagasugá,6c6f811aefcaa7520d28e1158eb71547f54f7ed17b2d931772b1c66428455329,7,A,II,2023,1.0,Artes,90,90,90,90.0,90.0
Fusagasugá,6c6f811aefcaa7520d28e1158eb71547f54f7ed17b2d931772b1c66428455329,7,A,II,2023,1.0,Robótica y TICS,70,70,80,90.0,74.0
Fusagasugá,6c6f811aefcaa7520d28e1158eb71547f54f7ed17b2d931772b1c66428455329,7,A,II,2023,1.0,Inteligencia emocional e Integralidad,80,87,100,100.0,88.1
Fusagasugá,6654ab5939af276b0d12abbff56dcb96464381396df51499d201633c6923fa75,2,A,I,2023,3.0,Ciencias Naturales,58,59,93,95.0,69.0
Fusagasugá,6654ab5939af276b0d12abbff56dcb96464381396df51499d201633c6923fa75,2,A,I,2023,3.0,Ciencias Sociales,70,70,90,93.0,76.3
Fusagasugá,6654ab5939af276b0d12abbff56dcb96464381396df51499d201633c6923fa75,2,A,I,2023,5.0,Matemáticas,56,58,87,93.0,66.5
Fusagasugá,6654ab5939af276b0d12abbff56dcb96464381396df51499d201633c6923fa75,2,A,I,2023,4.0,Lengua Castellana,70,69,90,95.0,76.2
Fusagasugá,6654ab5939af276b0d12abbff56dcb96464381396df51499d201633c6923fa75,2,A,I,2023,4.0,Inglés,60,58,95,95.0,69.9
Fusagasugá,6654ab5939af276b0d12abbff56dcb96464381396df51499d201633c6923fa75,2,A,I,2023,2.0,Creatividad e Innovación,72,74,88,85.0,77.1
Fusagasugá,6654ab5939af276b0d12abbff56dcb96464381396df51499d201633c6923fa75,2,A,I,2023,4.0,Aprendizaje Basado en Proyectos,73,75,96,96.0,80.5
Fusagasugá,6654ab5939af276b0d12abbff56dcb96464381396df51499d201633c6923fa75,2,A,I,2023,3.0,Educación Física,76,84,100,95.0,85.1
Fusagasugá,6654ab5939af276b0d12abbff56dcb96464381396df51499d201633c6923fa75,2,A,I,2023,2.0,Lectura Crítica,82,83,100,100.0,87.7
Fusagasugá,6654ab5939af276b0d12abbff56dcb96464381396df51499d201633c6923fa75,2,A,I,2023,1.0,Artes,74,84,90,95.0,82.3
Fusagasugá,6654ab5939af276b0d12abbff56dcb96464381396df51499d201633c6923fa75,2,A,I,2023,1.0,Robótica y TICS,91,95,88,93.0,91.8
Fusagasugá,6654ab5939af276b0d12abbff56dcb96464381396df51499d201633c6923fa75,2,A,I,2023,1.0,Inteligencia emocional e Integralidad,95,95,100,100.0,96.5
Fusagasugá,9df52921bb51d0141b491ba6c2936d6e1c9354f7450bb8d3f832df20e6b84d47,6,A,III,2023,3.0,Ciencias Naturales,78,79,97,98.0,84.10000000000001
Fusagasugá,9df52921bb51d0141b491ba6c2936d6e1c9354f7450bb8d3f832df20e6b84d47,6,A,III,2023,4.0,Ciencias Sociales,77,74,100,96.0,82.6
Fusagasugá,9df52921bb51d0141b491ba6c2936d6e1c9354f7450bb8d3f832df20e6b84d47,6,A,III,2023,6.0,Matemáticas,63,65,90,95.0,72.2
Fusagasugá,9df52921bb51d0141b491ba6c2936d6e1c9354f7450bb8d3f832df20e6b84d47,6,A,III,2023,3.0,Lengua Castellana,82,83,90,100.0,85.7
Fusagasugá,9df52921bb51d0141b491ba6c2936d6e1c9354f7450bb8d3f832df20e6b84d47,6,A,III,2023,4.0,Inglés,73,70,98,98.0,79.60000000000001
Fusagasugá,9df52921bb51d0141b491ba6c2936d6e1c9354f7450bb8d3f832df20e6b84d47,6,A,III,2023,2.0,Innovación y Emprendimiento,93,92,90,90.0,91.8
Fusagasugá,9df52921bb51d0141b491ba6c2936d6e1c9354f7450bb8d3f832df20e6b84d47,6,A,III,2023,7.0,Aprendizaje Basado en Investigación,86,90,89,92.0,88.4
Fusagasugá,9df52921bb51d0141b491ba6c2936d6e1c9354f7450bb8d3f832df20e6b84d47,6,A,III,2023,3.0,Educación Física,93,92,95,93.0,93.1
Fusagasugá,9df52921bb51d0141b491ba6c2936d6e1c9354f7450bb8d3f832df20e6b84d47,6,A,III,2023,2.0,Lectura Crítica,88,86,90,96.0,88.6
Fusagasugá,9df52921bb51d0141b491ba6c2936d6e1c9354f7450bb8d3f832df20e6b84d47,6,A,III,2023,1.0,Artes,93,90,90,95.0,91.7
Fusagasugá,9df52921bb51d0141b491ba6c2936d6e1c9354f7450bb8d3f832df20e6b84d47,6,A,III,2023,1.0,Robótica y TICS,78,81,80,90.0,80.5
Fusagasugá,9df52921bb51d0141b491ba6c2936d6e1c9354f7450bb8d3f832df20e6b84d47,6,A,III,2023,1.0,Inteligencia emocional e Integralidad,100,97,100,95.0,98.6
